,UNITDESC,WKD_RATE1,WKD_START1,WKD_END1,WKD_RATE2,WKD_START2,WKD_END2,WKD_RATE3,WKD_START3,WKD_END3,SAT_RATE1,SAT_START1,SAT_END1,SAT_RATE2,SAT_START2,SAT_END2,SAT_RATE3,SAT_START3,SAT_END3,PARKING_TIME_LIMIT
13813,N 90TH ST BETWEEN DENSMORE AVE N AND WALLINGFORD AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13814,N 90TH ST BETWEEN EVANSTON AVE N AND FREMONT AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13815,N 90TH ST BETWEEN FREMONT AVE N AND LINDEN AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13816,N 90TH ST BETWEEN GREENWOOD AVE N AND PHINNEY AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13817,N 90TH ST BETWEEN INTERLAKE AVE N AND ASHWORTH AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13818,N 90TH ST BETWEEN LINDEN AVE N AND AURORA AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13819,N 90TH ST BETWEEN MERIDIAN S AVE N AND CORLISS AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13820,N 90TH ST BETWEEN MIDVALE AVE N AND STONE W AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13821,N 90TH ST BETWEEN NESBIT AVE N AND MIDVALE AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13822,N 90TH ST BETWEEN PALATINE AVE N AND GREENWOOD AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13823,N 90TH ST BETWEEN PHINNEY AVE N AND DAYTON AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13824,N 90TH ST BETWEEN STONE E AVE N AND INTERLAKE AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13825,N 90TH ST BETWEEN STONE W AVE N AND STONE E AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13826,N 90TH ST BETWEEN WALLINGFORD AVE N AND BURKE AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13827,N 91ST ST BETWEEN AURORA AVE N AND STONE AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13828,N 91ST ST BETWEEN FREMONT AVE N AND LINDEN AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13829,N 91ST ST BETWEEN LINDEN AVE N AND AURORA AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13830,N 92ND ST BETWEEN 1ST AVE NW AND PALATINE AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13831,N 92ND ST BETWEEN ASHWORTH AVE N AND WOODLAWN AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13832,N 92ND ST BETWEEN AURORA AVE N AND STONE AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13833,N 92ND ST BETWEEN COLLEGE WAY N AND MERIDIAN AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13834,N 92ND ST BETWEEN CORLISS AVE N AND 1ST AVE NE,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13835,N 92ND ST BETWEEN DAYTON AVE N AND EVANSTON AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13836,N 92ND ST BETWEEN DEAD END AND ASHWORTH AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13837,N 92ND ST BETWEEN DENSMORE AVE N AND WALLINGFORD AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13838,N 92ND ST BETWEEN EVANSTON AVE N AND FREMONT N AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13839,N 92ND ST BETWEEN FREMONT S AVE N AND LINDEN AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13840,N 92ND ST BETWEEN GREENWOOD AVE N AND PHINNEY AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13841,N 92ND ST BETWEEN LINDEN AVE N AND AURORA AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13842,N 92ND ST BETWEEN MERIDIAN AVE N AND MERIDIAN PL N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13843,N 92ND ST BETWEEN MERIDIAN PL N AND CORLISS AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13844,N 92ND ST BETWEEN PALATINE AVE N AND GREENWOOD AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13845,N 92ND ST BETWEEN PHINNEY AVE N AND DAYTON AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13846,N 92ND ST BETWEEN WALLINGFORD AVE N AND COLLEGE WAY N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13847,N 92ND ST BETWEEN WOODLAWN AVE N AND DENSMORE AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13848,N 93RD ST BETWEEN AURORA AVE N AND STONE AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
13849,N 93RD ST BETWEEN LINDEN AVE N AND AURORA AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13850,N 94TH ST BETWEEN AURORA AVE N AND STONE AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13851,N 94TH ST BETWEEN FREMONT AVE N AND LINDEN AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13852,N 95TH ST BETWEEN 1ST AVE NW AND PALATINE AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13853,N 95TH ST BETWEEN DAYTON AVE N AND EVANSTON AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13854,N 95TH ST BETWEEN DENSMORE AVE N AND WALLINGFORD AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13855,N 95TH ST BETWEEN EVANSTON AVE N AND FREMONT AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13856,N 95TH ST BETWEEN FREMONT AVE N AND LINDEN AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13857,N 95TH ST BETWEEN GREENWOOD AVE N AND PHINNEY AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13858,N 95TH ST BETWEEN INTERLAKE AVE N AND DEAD END,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13859,N 95TH ST BETWEEN LINDEN AVE N AND AURORA AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13860,N 95TH ST BETWEEN PALATINE AVE N AND GREENWOOD AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13861,N 95TH ST BETWEEN PHINNEY AVE N AND DAYTON AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13862,N 95TH ST BETWEEN STONE AVE N AND INTERLAKE AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13863,N 95TH ST BETWEEN WALLINGFORD AVE N AND COLLEGE WAY N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
13864,N 95TH ST BETWEEN WOODLAWN AVE N AND DENSMORE AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13865,N 96TH ST BETWEEN AURORA S AVE N AND MIDVALE AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13866,N 96TH ST BETWEEN FREMONT AVE N AND LINDEN AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13867,N 96TH ST BETWEEN LINDEN AVE N AND AURORA N AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13868,N 96TH ST BETWEEN MIDVALE AVE N AND STONE AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13869,N 97TH ST BETWEEN 1ST AVE NW AND PALATINE AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13870,N 97TH ST BETWEEN ASHWORTH AVE N AND WOODLAWN AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13871,N 97TH ST BETWEEN AURORA AVE N AND MIDVALE AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13872,N 97TH ST BETWEEN DAYTON AVE N AND EVANSTON AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13873,N 97TH ST BETWEEN DEAD END AND PHINNEY AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13874,N 97TH ST BETWEEN DENSMORE AVE N AND WALLINGFORD AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
13875,N 97TH ST BETWEEN EVANSTON AVE N AND FREMONT AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13876,N 97TH ST BETWEEN FREMONT AVE N AND LINDEN AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13877,N 97TH ST BETWEEN INTERLAKE AVE N AND ASHWORTH AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13878,N 97TH ST BETWEEN LINDEN AVE N AND AURORA AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13879,N 97TH ST BETWEEN MIDVALE AVE N AND STONE AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13880,N 97TH ST BETWEEN PALATINE AVE N AND GREENWOOD AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13881,N 97TH ST BETWEEN PHINNEY AVE N AND DAYTON AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13882,N 97TH ST BETWEEN STONE AVE N AND INTERLAKE AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13883,N 97TH ST BETWEEN WALLINGFORD AVE N AND COLLEGE WAY N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
13884,N 97TH ST BETWEEN WOODLAWN AVE N AND DENSMORE AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13885,N 98TH ST BETWEEN AURORA AVE N AND STONE AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13886,N 98TH ST BETWEEN FREMONT AVE N AND LINDEN AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13887,N 98TH ST BETWEEN LINDEN AVE N AND AURORA AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13888,N ALLEN PL BETWEEN AURORA S AVE N AND WINSLOW PL N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13889,N ALLEN PL BETWEEN FREMONT AVE N AND LINDEN AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13890,N ALLEN PL BETWEEN LINDEN AVE N AND AURORA N AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13891,N ALLEN PL BETWEEN MIDVALE AVE N AND STONE WAY N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
13892,N ALLEN PL BETWEEN STONE WAY N AND INTERLAKE AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
13893,N ALLEN PL BETWEEN WHITMAN AVE N AND WOODLAND PARK AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13894,N ALLEN PL BETWEEN WINSLOW PL N AND WHITMAN AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13895,N ALLEN PL BETWEEN WOODLAND PARK AVE N AND MIDVALE AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13896,N ARGYLE PL BETWEEN 1ST AVE NW AND GREENWOOD AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13897,N ARGYLE PL BETWEEN GREENWOOD AVE N AND PHINNEY AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13898,N BOWDOIN PL BETWEEN 1ST AVE NW AND GREENWOOD AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13899,N BOWDOIN PL BETWEEN DAYTON AVE N AND DEAD END,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
13900,N BOWDOIN PL BETWEEN DEAD END W AND EVANSTON AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13901,N BOWDOIN PL BETWEEN EVANSTON AVE N AND DEAD END E,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13902,N BOWDOIN PL BETWEEN PHINNEY AVE N AND DAYTON AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
13903,N CANAL ST BETWEEN 1ST AVE NW AND PHINNEY AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
13904,N CLOGSTON WAY BETWEEN GREEN LAKE WAY N AND DEAD END,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13905,N DOROTHY PL BETWEEN ASHWORTH AVE N AND DEAD END,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
13906,N GREENWOOD CIR BETWEEN GREENWOOD AVE N AND OLYMPIC VIEW PL N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13907,N GREENWOOD CIR BETWEEN OLYMPIC VIEW PL N AND PHINNEY AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13908,N LUCAS PL BETWEEN STONE WAY N AND INTERLAKE AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13909,N MARKET ST BETWEEN 1ST AVE NW AND PALATINE AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13910,N MARKET ST BETWEEN N 46TH E ST AND GREENWOOD AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13911,N MARKET ST BETWEEN PALATINE AVE N AND N 46TH E ST,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13912,N MENFORD PL BETWEEN STONE WAY N AND DEAD END,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13913,N MIDVALE PL BETWEEN MIDVALE AVE N AND N 45TH ST,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13914,N MIDVALE PL BETWEEN WOODLAND PARK AVE N AND MIDVALE AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13915,N MOTOR PL BETWEEN AURORA AVE N AND WINSLOW PL N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13916,N MOTOR PL BETWEEN FREMONT AVE N AND LINDEN AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13917,N MOTOR PL BETWEEN LINDEN AVE N AND AURORA AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13918,N MOTOR PL BETWEEN WHITMAN AVE N AND WOODLAND PARK AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13919,N MOTOR PL BETWEEN WINSLOW PL N AND WHITMAN AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13920,N NORTHGATE WAY BETWEEN ASHWORTH AVE N AND N 105TH E ST,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13921,N NORTHGATE WAY BETWEEN AURORA AVE N AND MIDVALE AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13922,N NORTHGATE WAY BETWEEN BURKE AVE N AND MERIDIAN AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13923,N NORTHGATE WAY BETWEEN CORLISS AVE N AND 1ST AVE NE,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13924,N NORTHGATE WAY BETWEEN INTERLAKE AVE N AND ASHWORTH AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13925,N NORTHGATE WAY BETWEEN MERIDIAN AVE N AND CORLISS AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13926,N NORTHGATE WAY BETWEEN MIDVALE AVE N AND STONE AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13927,N NORTHGATE WAY BETWEEN N 105TH E ST AND N 107TH ST,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13928,N NORTHGATE WAY BETWEEN N 107TH ST AND BURKE AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13929,N NORTHGATE WAY BETWEEN STONE AVE N AND INTERLAKE AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13930,N NORTHLAKE PL BETWEEN N 34TH ST AND WOODLAWN AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13931,N NORTHLAKE PL BETWEEN N NORTHLAKE W WAY AND DEAD END,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13932,N NORTHLAKE PL BETWEEN WOODLAWN AVE N AND N NORTHLAKE E WAY,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
13933,N NORTHLAKE WAY BETWEEN BURKE AVE N AND MERIDIAN AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13934,N NORTHLAKE WAY BETWEEN BURKE GILMAN TRL AND STONE WAY N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
13935,N NORTHLAKE WAY BETWEEN CORLISS AVE N AND SUNNYSIDE AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13936,N NORTHLAKE WAY BETWEEN DEAD END AND BURKE GILMAN TRL,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13937,N NORTHLAKE WAY BETWEEN DENSMORE AVE N AND BURKE AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13938,N NORTHLAKE WAY BETWEEN EASTERN AVE N AND 1ST AVE NE,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
13939,N NORTHLAKE WAY BETWEEN MERIDIAN AVE N AND CORLISS AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13940,N NORTHLAKE WAY BETWEEN N 36TH ST AND EASTERN AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13941,N NORTHLAKE WAY BETWEEN N NORTHLAKE E PL AND DENSMORE AVE N,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13942,N NORTHLAKE WAY BETWEEN N NORTHLAKE W PL AND N NORTHLAKE E PL,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13943,N NORTHLAKE WAY BETWEEN STONE WAY N AND N NORTHLAKE W PL,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
13944,N NORTHLAKE WAY BETWEEN SUNNYSIDE AVE N AND N 36TH ST,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
