,UNITDESC,WKD_RATE1,WKD_START1,WKD_END1,WKD_RATE2,WKD_START2,WKD_END2,WKD_RATE3,WKD_START3,WKD_END3,SAT_RATE1,SAT_START1,SAT_END1,SAT_RATE2,SAT_START2,SAT_END2,SAT_RATE3,SAT_START3,SAT_END3,PARKING_TIME_LIMIT
23554,WESTERN AVE BETWEEN MADISON ST AND SPRING ST,3.0,480,661,5.0,660,1021,4.0,1020.0,1201.0,3.0,480.0,661.0,5.0,660.0,1021.0,4.0,1020.0,1201.0,120.0
23555,WESTERN AVE BETWEEN MARION ST AND MADISON ST,3.0,480,661,5.0,660,1021,4.0,1020.0,1201.0,3.0,480.0,661.0,5.0,660.0,1021.0,4.0,1020.0,1201.0,120.0
23559,WESTERN AVE BETWEEN SENECA ST AND UNIVERSITY ST,3.0,480,661,5.0,660,1021,4.0,1020.0,1201.0,3.0,480.0,661.0,5.0,660.0,1021.0,4.0,1020.0,1201.0,120.0
23560,WESTERN AVE BETWEEN SPRING ST AND SENECA ST,3.0,480,661,5.0,660,1021,4.0,1020.0,1201.0,3.0,480.0,661.0,5.0,660.0,1021.0,4.0,1020.0,1201.0,120.0
23561,WESTERN AVE BETWEEN UNION ST AND PIKE ST,3.0,480,661,5.0,660,1021,4.0,1020.0,1201.0,3.0,480.0,661.0,5.0,660.0,1021.0,4.0,1020.0,1201.0,120.0
23562,WESTERN AVE BETWEEN UNIVERSITY ST AND UNION ST,3.0,480,661,5.0,660,1021,4.0,1020.0,1201.0,3.0,480.0,661.0,5.0,660.0,1021.0,4.0,1020.0,1201.0,120.0
23563,WESTERN AVE BETWEEN VINE ST AND CEDAR ST,1.0,480,661,2.0,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,2.0,660.0,1021.0,1.5,1020.0,1201.0,240.0
23564,WESTERN AVE BETWEEN VIRGINIA ST AND LENORA ST,2.5,480,661,3.0,660,1021,2.5,1020.0,1201.0,2.5,480.0,661.0,3.0,660.0,1021.0,2.5,1020.0,1201.0,120.0
23565,WESTERN AVE BETWEEN WALL ST AND VINE ST,1.0,480,661,2.0,660,1021,1.5,1020.0,1201.0,1.0,480.0,661.0,2.0,660.0,1021.0,1.5,1020.0,1201.0,240.0
23566,WESTERN AVE BETWEEN YESLER WAY AND COLUMBIA ST,2.5,480,661,5.0,660,1081,,,,2.5,480.0,661.0,5.0,660.0,1081.0,,,,120.0
23567,WESTERN AVE W BETWEEN 1ST AVE W AND 2ND AVE W,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,60.0
23572,WESTLAKE AVE BETWEEN 6TH AVE AND VIRGINIA ST,3.5,480,661,4.5,660,1021,3.0,1020.0,1201.0,3.5,480.0,661.0,4.5,660.0,1021.0,3.0,1020.0,1201.0,120.0
23573,WESTLAKE AVE BETWEEN 7TH AVE AND 8TH AVE,3.5,480,661,4.5,660,1021,3.0,1020.0,1201.0,3.5,480.0,661.0,4.5,660.0,1021.0,3.0,1020.0,1201.0,120.0
23576,WESTLAKE AVE BETWEEN LENORA ST AND BLANCHARD ST,1.5,480,661,2.5,660,1081,,,,1.5,480.0,661.0,2.5,660.0,1081.0,,,,240.0
23586,WESTLAKE AVE N BETWEEN DENNY WAY AND JOHN ST,2.5,480,661,3.0,660,1081,,,,2.5,480.0,661.0,3.0,660.0,1081.0,,,,120.0
23589,WESTLAKE AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,2.5,480,661,3.0,660,1081,,,,2.5,480.0,661.0,3.0,660.0,1081.0,,,,120.0
23591,WESTLAKE AVE N BETWEEN JOHN ST AND THOMAS ST,2.5,480,661,3.0,660,1081,,,,2.5,480.0,661.0,3.0,660.0,1081.0,,,,120.0
23598,WESTLAKE AVE N BETWEEN THOMAS ST AND HARRISON ST,2.5,480,661,3.0,660,1081,,,,2.5,480.0,661.0,3.0,660.0,1081.0,,,,120.0
23601,WESTLAKE EAST RDWY AVE N BETWEEN ALOHA ST AND WESTLAKE SHORE RDWY AVE N,1.0,540,661,1.5,660,961,,,,,,,,,,,,,240.0
23602,WESTLAKE EAST RDWY AVE N BETWEEN BLAINE ST AND HOWE ST,1.0,540,661,1.0,660,961,,,,,,,,,,,,,120.0
23603,WESTLAKE EAST RDWY AVE N BETWEEN COMSTOCK ST AND GALER ST,1.0,540,661,1.5,660,961,,,,,,,,,,,,,4320.0
23604,WESTLAKE EAST RDWY AVE N BETWEEN CROCKETT ST AND MCGRAW ST,1.0,540,661,1.0,660,961,,,,,,,,,,,,,2220.0
23605,WESTLAKE EAST RDWY AVE N BETWEEN GALER ST AND WESTLAKE SHORE RDWY 1 AVE N,1.0,540,661,1.0,660,961,,,,,,,,,,,,,2220.0
23606,WESTLAKE EAST RDWY AVE N BETWEEN HALLADAY ST AND NEWELL ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,
23607,WESTLAKE EAST RDWY AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,1.0,540,661,1.5,660,961,,,,,,,,,,,,,4320.0
23608,WESTLAKE EAST RDWY AVE N BETWEEN HOWE ST AND NEWTON ST,1.0,540,661,1.0,660,961,,,,,,,,,,,,,120.0
23609,WESTLAKE EAST RDWY AVE N BETWEEN MCGRAW ST AND HALLADAY ST,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,120.0
23610,WESTLAKE EAST RDWY AVE N BETWEEN NEWELL ST AND SHIP CANAL TRL,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,120.0
23611,WESTLAKE EAST RDWY AVE N BETWEEN NEWTON ST AND WESTLAKE SHORE RDWY 3 AVE N,1.0,540,661,1.0,660,961,,,,,,,,,,,,,2220.0
23612,WESTLAKE EAST RDWY AVE N BETWEEN WESTLAKE SHORE RDWY 1 AVE N AND WESTLAKE SHORE RDWY 2 AVE N,1.0,540,661,1.0,660,961,,,,,,,,,,,,,2220.0
23613,WESTLAKE EAST RDWY AVE N BETWEEN WESTLAKE SHORE RDWY 2 AVE N AND BLAINE ST,1.0,540,661,1.0,660,961,,,,,,,,,,,,,2220.0
23614,WESTLAKE EAST RDWY AVE N BETWEEN WESTLAKE SHORE RDWY 3 AVE N AND CROCKETT ST,1.0,540,661,1.0,660,961,,,,,,,,,,,,,2220.0
23615,WESTLAKE EAST RDWY AVE N BETWEEN WESTLAKE SHORE RDWY AVE N AND HIGHLAND DR,1.0,540,661,1.5,660,961,,,,,,,,,,,,,240.0
23769,WOODLAWN AVE NE BETWEEN 2ND S AVE NE AND 4TH S AVE NE,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,60.0
23771,WOODLAWN AVE NE BETWEEN 4TH S AVE NE AND 5TH AVE NE,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,120.0
23772,WOODLAWN AVE NE BETWEEN 5TH AVE NE AND NE RAVENNA EB BV,0.0,0,2,0.0,0,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,120.0
23774,WOODLAWN AVE NE BETWEEN NE 71ST ST AND NE 72ND ST,0.5,480,661,1.0,660,1021,2.0,1020.0,1201.0,0.5,480.0,661.0,1.0,660.0,1021.0,2.0,1020.0,1201.0,120.0
23775,WOODLAWN AVE NE BETWEEN NE 72ND ST AND NE 73RD ST,0.5,480,661,1.0,660,1021,2.0,1020.0,1201.0,0.5,480.0,661.0,1.0,660.0,1021.0,2.0,1020.0,1201.0,120.0
23778,WOODLAWN AVE NE BETWEEN NE RAVENNA WB BV AND NE 71ST ST,0.5,480,661,1.0,660,1021,2.0,1020.0,1201.0,0.5,480.0,661.0,1.0,660.0,1021.0,2.0,1020.0,1201.0,120.0
23794,YALE AVE BETWEEN HOWELL ST AND STEWART ST,1.5,480,661,2.5,660,1081,,,,1.5,480.0,661.0,2.5,660.0,1081.0,,,,240.0
23805,YALE AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,2.5,480,661,3.0,660,1081,,,,2.5,480.0,661.0,3.0,660.0,1081.0,,,,120.0
23806,YALE AVE N BETWEEN JOHN ST AND THOMAS ST,2.5,480,661,3.0,660,1081,,,,2.5,480.0,661.0,3.0,660.0,1081.0,,,,120.0
23808,YALE AVE N BETWEEN REPUBLICAN ST AND MERCER ST,2.5,480,661,3.0,660,1081,,,,2.5,480.0,661.0,3.0,660.0,1081.0,,,,600.0
23809,YALE AVE N BETWEEN STEWART ST AND JOHN ST,2.5,480,661,3.0,660,1081,,,,2.5,480.0,661.0,3.0,660.0,1081.0,,,,120.0
23810,YALE AVE N BETWEEN THOMAS ST AND HARRISON ST,2.5,480,661,3.0,660,1081,,,,2.5,480.0,661.0,3.0,660.0,1081.0,,,,120.0
23811,YALE AVE N BETWEEN VALLEY ST AND ALOHA ST,1.5,480,661,2.0,660,1081,,,,1.5,480.0,661.0,2.0,660.0,1081.0,,,,600.0
23816,YESLER WAY BETWEEN 2ND AVE AND 3RD AVE,2.5,480,661,5.0,660,1081,,,,2.5,480.0,661.0,5.0,660.0,1081.0,,,,120.0
23817,YESLER WAY BETWEEN 3RD AVE AND TERRACE ST,2.5,480,661,5.0,660,1081,,,,2.5,480.0,661.0,5.0,660.0,1081.0,,,,
23822,YESLER WAY BETWEEN JAMES ST AND OCCIDENTAL AVE S,3.0,480,661,5.0,660,1081,,,,3.0,480.0,661.0,5.0,660.0,1081.0,,,,120.0
23823,YESLER WAY BETWEEN OCCIDENTAL AVE S AND 2ND AVE,3.0,480,661,5.0,660,1081,,,,3.0,480.0,661.0,5.0,660.0,1081.0,,,,120.0
23824,YESLER WAY BETWEEN POST AVE AND 1ST AVE,2.5,480,661,5.0,660,1081,,,,2.5,480.0,661.0,5.0,660.0,1081.0,,,,120.0
23826,YESLER WAY BETWEEN WESTERN AVE AND POST AVE,2.5,480,661,5.0,660,1081,,,,2.5,480.0,661.0,5.0,660.0,1081.0,,,,120.0
